epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,12187.1,0.31665,0.40668,0.25294,0.84769,0.98417,0.78145,0.79376,0.77885,0.98564,0.78076,0.79395,0.73453,0.20561,0.33129,0.14583,0.77038,0.00018912,0.00018912,0.00018912
30,12600.9,0.31754,0.40572,0.25278,0.84842,0.98915,0.78053,0.79355,0.77886,0.98864,0.7803,0.79383,0.7343,0.20496,0.3307,0.14558,0.77005,0.00018516,0.00018516,0.00018516
31,13011.2,0.31662,0.40543,0.25169,0.84792,0.98905,0.78047,0.79344,0.7791,0.9882,0.78062,0.79375,0.73476,0.20468,0.33015,0.14512,0.77002,0.0001812,0.0001812,0.0001812
32,13422.8,0.31447,0.40738,0.24797,0.84622,0.98869,0.78051,0.79367,0.77898,0.98839,0.78039,0.79371,0.73472,0.20423,0.32891,0.14446,0.76985,0.00017724,0.00017724,0.00017724
33,13834.6,0.30888,0.39527,0.24425,0.84633,0.98919,0.78059,0.79363,0.77879,0.98892,0.78048,0.79389,0.73489,0.20365,0.32804,0.14408,0.76957,0.00017328,0.00017328,0.00017328
34,14248,0.30961,0.39654,0.24338,0.84645,0.98864,0.78064,0.79363,0.77912,0.98849,0.78059,0.79378,0.73477,0.20323,0.32731,0.14363,0.76942,0.00016932,0.00016932,0.00016932
35,14659.8,0.30769,0.39594,0.24148,0.84332,0.98824,0.78053,0.79354,0.779,0.98807,0.78064,0.79383,0.73509,0.20293,0.32741,0.14299,0.7693,0.00016536,0.00016536,0.00016536
36,15070.2,0.30796,0.40115,0.2422,0.84482,0.98762,0.78067,0.79359,0.77924,0.98747,0.78061,0.79386,0.73532,0.20249,0.32728,0.14251,0.76911,0.0001614,0.0001614,0.0001614
37,15482.4,0.30569,0.39,0.24224,0.84357,0.98761,0.7806,0.79366,0.77912,0.98746,0.78054,0.79393,0.73566,0.20194,0.32637,0.14235,0.76887,0.00015744,0.00015744,0.00015744
38,15891.8,0.30344,0.38464,0.23863,0.8431,0.98829,0.78061,0.79371,0.77929,0.98814,0.78056,0.79394,0.73566,0.20142,0.32548,0.14177,0.76869,0.00015348,0.00015348,0.00015348
